gene_id	gene_name	SS01	SS03
ENSG00000002726	AOC1	0	0
ENSG00000055118	KCNH2	3713	4339
ENSG00000164867	NOS3	5	2
ENSG00000181652	ATG9B	221	296
ENSG00000197150	ABCB8	3000	2404
ENSG00000213199	ASIC3	552	379
ENSG00000164885	CDK5	2616	2681
ENSG00000164889	SLC4A2	10115	9341
ENSG00000164896	FASTK	6353	5961
ENSG00000164897	TMUB1	3706	2864
ENSG00000133612	AGAP3	10246	9365
ENSG00000164900	GBX1	4	5
ENSG00000146926	ASB10	0	0
ENSG00000278685	IQCA1L	7	3
ENSG00000033050	ABCF2	5506	5656
ENSG00000033100	CHPF2	10679	6372
ENSG00000082014	SMARCD3	9457	9657
ENSG00000013374	NUB1	4031	3911
ENSG00000187260	WDR86	379	414
ENSG00000127377	CRYGN	6	3
ENSG00000106615	RHEB	6348	6699
ENSG00000106617	PRKAG2	551	710
ENSG00000106648	GALNTL5	0	0
ENSG00000178234	GALNT11	3304	2598
ENSG00000055609	KMT2C	7575	5717
ENSG00000196584	XRCC2	587	481
ENSG00000133627	ACTR3B	779	1086
ENSG00000130226	DPP6	15816	17350
ENSG00000157212	PAXIP1	1951	1876
ENSG00000157219	HTR5A	3	4
ENSG00000186480	INSIG1	21589	20519
ENSG00000204960	BLACE	0	0
ENSG00000164778	EN2	821	681
ENSG00000146910	CNPY1	0	0
ENSG00000184863	RBM33	5941	4418
ENSG00000164690	SHH	1231	370
ENSG00000105982	RNF32	1	0
ENSG00000105983	LMBR1	4543	3881
ENSG00000146909	NOM1	2175	1634
ENSG00000130675	MNX1	180	207
ENSG00000009335	UBE3C	8183	6611
ENSG00000105993	DNAJB6	7835	6673
ENSG00000155093	PTPRN2	13061	13076
ENSG00000146918	NCAPG2	2960	3051
ENSG00000117868	ESYT2	4401	3659
ENSG00000126870	WDR60	1475	1416
ENSG00000106018	VIPR2	2	3
ENSG00000182378	PLCXD1	1632	1651
ENSG00000178605	GTPBP6	3267	2496
ENSG00000167393	PPP2R3B	1585	1569
ENSG00000185960	SHOX	0	0
ENSG00000205755	CRLF2	0	0
ENSG00000198223	CSF2RA	1	0
ENSG00000185291	IL3RA	3	1
ENSG00000169100	SLC25A6	14466	13939
ENSG00000169093	ASMTL	1630	1361
ENSG00000182162	P2RY8	1	0
ENSG00000197976	AKAP17A	5327	3855
ENSG00000196433	ASMT	4	6
ENSG00000169084	DHRSX	1880	2534
ENSG00000214717	ZBED1	1540	2191
ENSG00000002586	CD99	10753	8951
ENSG00000124343	XG	4	3
ENSG00000056998	GYG2	1475	1335
ENSG00000006756	ARSD	751	760
ENSG00000157399	ARSE	304	238
ENSG00000205667	ARSH	1	0
ENSG00000062096	ARSF	18	22
ENSG00000101825	MXRA5	430	301
ENSG00000183943	PRKX	7	5
ENSG00000146938	NLGN4X	8352	7444
ENSG00000169059	VCX3A	0	1
ENSG00000130021	PUDP	821	657
ENSG00000101846	STS	1538	951
ENSG00000182583	VCX	0	0
ENSG00000006757	PNPLA4	182	134
ENSG00000177504	VCX2	0	0
ENSG00000205642	VCX3B	2	0
ENSG00000011201	ANOS1	160	133
ENSG00000183304	FAM9A	2	2
ENSG00000177138	FAM9B	0	0
ENSG00000101849	TBL1X	899	1034
ENSG00000101850	GPR143	1	1
ENSG00000146950	SHROOM2	4188	4340
ENSG00000234469	CLDN34	3	4
ENSG00000047644	WWC3	3145	2727
ENSG00000073464	CLCN4	1349	1094
ENSG00000101871	MID1	9572	7397
ENSG00000004961	HCCS	1612	1663
ENSG00000047648	ARHGAP6	472	349
ENSG00000125363	AMELX	0	1
ENSG00000005302	MSL3	1105	1016
ENSG00000169933	FRMPD4	8	3
ENSG00000101911	PRPS2	696	705
ENSG00000196664	TLR7	3	1
ENSG00000101916	TLR8	0	0
ENSG00000205542	TMSB4X	8869	9877
ENSG00000187268	FAM9C	0	0
ENSG00000123594	ATXN3L	0	0
ENSG00000198759	EGFL6	3	6
ENSG00000176896	TCEANC	180	252
ENSG00000123595	RAB9A	2096	1879
ENSG00000196459	TRAPPC2	740	843
ENSG00000046651	OFD1	1544	1364
ENSG00000046653	GPM6B	29156	31605
ENSG00000046647	GEMIN8	651	668
ENSG00000101958	GLRA2	375	853
ENSG00000181544	FANCB	126	92
ENSG00000130150	MOSPD2	1218	951
ENSG00000102048	ASB9	10	6
ENSG00000165192	ASB11	2	0
ENSG00000165195	PIGA	723	645
ENSG00000165197	VEGFD	149	158
ENSG00000087842	PIR	3780	4264
ENSG00000102010	BMX	19	32
ENSG00000130234	ACE2	24	25
ENSG00000147003	TMEM27	55	43
ENSG00000169239	CA5B	585	510
ENSG00000169249	ZRSR2	837	800
ENSG00000182287	AP1S2	11475	9348
ENSG00000126010	GRPR	42	22
ENSG00000182798	MAGEB17	33	17
ENSG00000047230	CTPS2	896	903
ENSG00000169906	S100G	0	0
ENSG00000169895	SYAP1	3349	3008
ENSG00000086712	TXLNG	2677	2195
ENSG00000102054	RBBP7	6589	8304
ENSG00000169891	REPS2	69	90
ENSG00000188158	NHS	1009	772
ENSG00000047634	SCML1	2125	1441
ENSG00000131831	RAI2	118	105
ENSG00000177324	BEND2	1	0
ENSG00000102098	SCML2	283	256
ENSG00000008086	CDKL5	1392	516
ENSG00000102104	RS1	0	0
ENSG00000086717	PPEF1	540	314
ENSG00000044446	PHKA2	927	631
ENSG00000173698	ADGRG2	40	28
ENSG00000131828	PDHA1	4276	4267
ENSG00000180815	MAP3K15	124	65
ENSG00000147010	SH3KBP1	3836	2294
ENSG00000173681	CXorf23	734	688
ENSG00000184368	MAP7D2	21	32
ENSG00000173674	EIF1AX	2677	2500
ENSG00000177189	RPS6KA3	3740	2908
ENSG00000149970	CNKSR2	1151	968
ENSG00000185915	KLHL34	1	0
ENSG00000091482	SMPX	0	0
ENSG00000012174	MBTPS2	1805	1589
ENSG00000230797	YY2	50	56
ENSG00000102172	SMS	4343	4833
ENSG00000102174	PHEX	369	453
ENSG00000175809	ZNF645	0	0
ENSG00000184735	DDX53	0	0
ENSG00000165186	PTCHD1	771	662
ENSG00000123131	PRDX4	4956	5532
ENSG00000123130	ACOT9	1362	1072
ENSG00000130066	SAT1	7783	7256
ENSG00000184831	APOO	1594	1852
ENSG00000165182	CXorf58	2	2
ENSG00000174010	KLHL15	2097	1973
ENSG00000130741	EIF2S3	3223	2769
ENSG00000005889	ZFX	2352	2265
ENSG00000067992	PDK3	352	277
ENSG00000102230	PCYT1B	1639	1886
ENSG00000101868	POLA1	1294	1329
ENSG00000004848	ARX	208	277
ENSG00000176774	MAGEB18	0	0
ENSG00000232030	MAGEB6P1	0	0
ENSG00000176746	MAGEB6	3	3
ENSG00000188408	MAGEB5	0	0
ENSG00000224960	PPP4R3CP	0	0
ENSG00000189186	DCAF8L2	0	2
ENSG00000177689	MAGEB10	0	0
ENSG00000226372	DCAF8L1	0	0
ENSG00000169306	IL1RAPL1	68	47
ENSG00000099399	MAGEB2	0	1
ENSG00000198798	MAGEB3	0	0
ENSG00000120289	MAGEB4	0	0
ENSG00000214107	MAGEB1	0	0
ENSG00000169297	NR0B1	131	78
ENSG00000120280	CXorf21	7	13
ENSG00000198814	GK	158	137
ENSG00000157625	TAB3	1259	1054
ENSG00000132446	FTHL17	0	0
ENSG00000198947	DMD	457	466
ENSG00000185448	FAM47A	0	0
ENSG00000147027	TMEM47	365	359
ENSG00000189132	FAM47B	0	0
ENSG00000189023	MAGEB16	0	0
ENSG00000165164	CFAP47	1	0
ENSG00000198173	FAM47C	0	0
ENSG00000130962	PRRG1	340	210
ENSG00000250349	RP5-972B16.2	0	0
ENSG00000147036	LANCL3	98	70
ENSG00000047597	XK	14	22
ENSG00000165168	CYBB	0	2
ENSG00000165169	DYNLT3	1716	1725
ENSG00000187516	HYPM	2	0
ENSG00000147041	SYTL5	1879	1557
ENSG00000101955	SRPX	2630	1783
ENSG00000156313	RPGR	432	309
ENSG00000036473	OTC	2	8
ENSG00000156298	TSPAN7	8993	8432
ENSG00000165175	MID1IP1	3404	3148
ENSG00000183337	BCOR	1482	1730
ENSG00000182220	ATP6AP2	14221	15091
ENSG00000238205	MPC1L	0	1
ENSG00000185753	CXorf38	1154	1223
ENSG00000180182	MED14	3016	2282
ENSG00000124486	USP9X	12667	10410
ENSG00000215301	DDX3X	21984	20931
ENSG00000188937	NYX	0	0
ENSG00000147044	CASK	5796	7182
ENSG00000171659	GPR34	0	1
ENSG00000171657	GPR82	1	1
ENSG00000279849	AL023875.1	0	0
ENSG00000102055	PPP1R2P9	0	0
ENSG00000189221	MAOA	1273	1400
ENSG00000069535	MAOB	2187	2325
ENSG00000124479	NDP	1076	1132
ENSG00000183690	EFHC2	46	54
ENSG00000069509	FUNDC1	1617	1906
ENSG00000189037	DUSP21	0	0
ENSG00000147050	KDM6A	3201	3255
ENSG00000147113	CXorf36	19	49
ENSG00000147121	KRBOX4	912	1048
ENSG00000251192	ZNF674	352	309
ENSG00000147119	CHST7	723	750
ENSG00000065923	SLC9A7	3065	2085
ENSG00000102218	RP2	2312	1595
ENSG00000102221	JADE3	583	698
ENSG00000130988	RGN	3	2
ENSG00000147123	NDUFB11	5900	6563
ENSG00000182872	RBM10	8172	7361
ENSG00000130985	UBA1	22532	26439
ENSG00000102225	CDK16	11368	11303
ENSG00000102226	USP11	17885	17256
ENSG00000147117	ZNF157	15	31
ENSG00000147124	ZNF41	828	793
ENSG00000078061	ARAF	2869	2649
ENSG00000008056	SYN1	2793	2753
ENSG00000102265	TIMP1	61113	57752
ENSG00000126759	CFP	267	124
ENSG00000126767	ELK1	3800	2429
ENSG00000126756	UXT	2016	2190
ENSG00000279988	AL022578.1	0	0
ENSG00000197779	ZNF81	305	244
ENSG00000147118	ZNF182	508	531
ENSG00000221994	ZNF630	194	224
ENSG00000171489	SPACA5	0	0
ENSG00000171478	SPACA5B	0	0
ENSG00000165583	SSX5	0	0
ENSG00000126752	SSX1	0	0
ENSG00000165584	SSX3	0	0
ENSG00000268009	SSX4	0	0
ENSG00000269791	SSX4B	0	0
ENSG00000017483	SLC38A5	76	58
ENSG00000068438	FTSJ1	2490	2504
ENSG00000102312	PORCN	875	664
ENSG00000147155	EBP	2106	2048
ENSG00000068354	TBC1D25	1347	1359
ENSG00000102317	RBM3	6581	5518
ENSG00000101940	WDR13	5518	4875
ENSG00000015285	WAS	61	61
ENSG00000101945	SUV39H1	1275	1141
ENSG00000171433	GLOD5	1	2
ENSG00000102145	GATA1	2	0
ENSG00000094631	HDAC6	7853	5971
ENSG00000187682	ERAS	21	13
ENSG00000102109	PCSK1N	24948	23137
ENSG00000126768	TIMM17B	2015	1824
ENSG00000102103	PQBP1	4729	4574
ENSG00000102100	SLC35A2	1851	1347
ENSG00000102096	PIM2	3718	3194
ENSG00000068308	OTUD5	5370	5177
ENSG00000102057	KCND1	341	198
ENSG00000068400	GRIPAP1	3836	3484
ENSG00000068323	TFE3	6903	5820
ENSG00000147144	CCDC120	1120	946
ENSG00000243279	PRAF2	1876	1808
ENSG00000196998	WDR45	1724	1397
ENSG00000068394	GPKOW	1741	1803
ENSG00000280116	AC231657.1	0	0
ENSG00000269313	MAGIX	68	77
ENSG00000102007	PLP2	1151	1133
ENSG00000012211	PRICKLE3	51	26
ENSG00000102003	SYP	6558	6916
ENSG00000102001	CACNA1F	5	1
ENSG00000101997	CCDC22	784	834
ENSG00000049768	FOXP3	21	18
ENSG00000049769	PPP1R3F	1174	1167
ENSG00000215274	GAGE10	1	2
ENSG00000224659	GAGE12J	0	0
ENSG00000274274	GAGE13	0	0
ENSG00000275113	GAGE2E	0	0
ENSG00000236737	GAGE12B	0	0
ENSG00000237671	GAGE12C	0	0
ENSG00000227488	GAGE12D	0	0
ENSG00000216649	GAGE12E	0	0
ENSG00000236362	GAGE12F	0	0
ENSG00000215269	GAGE12G	0	0
ENSG00000224902	GAGE12H	0	0
ENSG00000205777	GAGE1	0	0
ENSG00000189064	GAGE2A	0	0
ENSG00000068985	PAGE1	0	0
ENSG00000101951	PAGE4	1	0
ENSG00000273820	USP27X	619	574
ENSG00000171365	CLCN5	644	641
ENSG00000147081	AKAP4	0	0
ENSG00000147082	CCNB3	6	10
ENSG00000274588	DGKK	134	74
ENSG00000158352	SHROOM4	597	399
ENSG00000130385	BMP15	1	0
ENSG00000122824	NUDT10	1184	1268
ENSG00000187690	CXorf67	6	2
ENSG00000196368	NUDT11	2143	2045
ENSG00000224109	CENPVL3	25	13
ENSG00000283093	CENPVL2	0	0
ENSG00000223591	CENPVL1	0	0
ENSG00000189369	GSPT2	4123	4623
ENSG00000179222	MAGED1	43482	50280
ENSG00000187243	MAGED4B	1	0
ENSG00000154545	MAGED4	2	1
ENSG00000155622	XAGE2	1	0
ENSG00000204379	XAGE1A	0	0
ENSG00000204382	XAGE1B	0	0
ENSG00000187754	SSX7	0	0
ENSG00000241476	SSX2	0	0
ENSG00000268447	SSX2B	0	0
ENSG00000204363	SPANXN5	0	0
ENSG00000171405	XAGE5	0	0
ENSG00000171402	XAGE3	0	1
ENSG00000179304	FAM156B	0	0
ENSG00000268350	FAM156A	4	3
ENSG00000184194	GPR173	1522	1703
ENSG00000184205	TSPYL2	5869	4157
ENSG00000126012	KDM5C	14588	9684
ENSG00000124313	IQSEC2	902	741
ENSG00000072501	SMC1A	6170	5750
ENSG00000158423	RIBC1	32	30
ENSG00000072506	HSD17B10	3169	3478
ENSG00000086758	HUWE1	12028	8640
ENSG00000172943	PHF8	2576	2105
ENSG00000184083	FAM120C	1575	1474
ENSG00000196632	WNK3	1066	967
ENSG00000158526	TSR2	2228	2202
ENSG00000102302	FGD1	2266	2164
ENSG00000130119	GNL3L	287	196
ENSG00000102313	ITIH6	143	103
ENSG00000102316	MAGED2	16482	17441
ENSG00000067445	TRO	9044	8447
ENSG00000158571	PFKFB1	24	15
ENSG00000169188	APEX2	796	799
ENSG00000158578	ALAS2	0	1
ENSG00000238269	PAGE2B	0	3
ENSG00000234068	PAGE2	1	0
ENSG00000182518	FAM104B	576	699
ENSG00000256045	MTRNR2L10	0	1
ENSG00000158639	PAGE5	0	0
ENSG00000204279	PAGE3	0	0
ENSG00000187601	MAGEH1	2558	2919
ENSG00000247746	USP51	126	125
ENSG00000189299	FOXR2	0	0
ENSG00000083750	RRAGB	1175	1310
ENSG00000102349	KLF8	111	104
ENSG00000188021	UBQLN2	3002	3307
ENSG00000204272	LINC01420	2458	2947
ENSG00000204271	SPIN3	953	904
ENSG00000186787	SPIN2B	155	170
ENSG00000147059	SPIN2A	0	0
ENSG00000165591	FAAH2	94	112
ENSG00000198455	ZXDB	890	877
ENSG00000215174	NLRP2B	3	2
ENSG00000198205	ZXDA	268	206
ENSG00000186767	SPIN4	802	650
ENSG00000131089	ARHGEF9	5534	7556
ENSG00000184675	AMER1	525	399
ENSG00000198881	ASB12	0	0
ENSG00000102043	MTMR8	0	0
ENSG00000126970	ZC4H2	525	631
ENSG00000102053	ZC3H12B	0	0
ENSG00000001497	LAS1L	2686	2015
ENSG00000147065	MSN	17574	13434
ENSG00000155659	VSIG4	2	3
ENSG00000089472	HEPH	1997	1273
ENSG00000131080	EDA2R	2591	2455
ENSG00000169083	AR	1156	856
ENSG00000079482	OPHN1	581	377
ENSG00000181704	YIPF6	3684	3905
ENSG00000130052	STARD8	141	167
ENSG00000090776	EFNB1	4046	3983
ENSG00000181191	PJA1	3872	5120
ENSG00000130054	FAM155B	439	475
ENSG00000158813	EDA	29	27
ENSG00000147160	AWAT2	1	6
ENSG00000189401	OTUD6A	0	0
ENSG00000089289	IGBP1	2165	2389
ENSG00000184210	DGAT2L6	2	1
ENSG00000204195	AWAT1	0	0
ENSG00000186912	P2RY4	4	0
ENSG00000120500	ARR3	0	0
ENSG00000147127	RAB41	4	4
ENSG00000120509	PDZD11	2852	2317
ENSG00000090889	KIF4A	2168	2573
ENSG00000130055	GDPD2	2457	3616
ENSG00000082458	DLG3	2348	2472
ENSG00000120498	TEX11	4	2
ENSG00000165349	SLC7A3	50	78
ENSG00000147164	SNX12	2711	2521
ENSG00000184481	FOXO4	552	466
ENSG00000204165	CXorf65	0	0
ENSG00000147168	IL2RG	1	6
ENSG00000184634	MED12	3076	2530
ENSG00000196338	NLGN3	8838	9603
ENSG00000169562	GJB1	152	188
ENSG00000147130	ZMYM3	4707	4976
ENSG00000147140	NONO	20685	22194
ENSG00000147166	ITGB1BP2	34	29
ENSG00000147133	TAF1	1370	1203
ENSG00000147162	OGT	8879	6846
ENSG00000147174	ACRC	258	194
ENSG00000186810	CXCR3	0	0
ENSG00000283599	RP11-402P6.15	3	2
ENSG00000215115	CXorf49	0	0
ENSG00000215113	CXorf49B	0	0
ENSG00000204131	NHSL2	265	147
ENSG00000242732	RGAG4	3569	3367
ENSG00000102309	PIN4	1093	1310
ENSG00000186871	ERCC6L	401	372
ENSG00000198034	RPS4X	28009	31133
ENSG00000125931	CITED1	6382	4965
ENSG00000147099	HDAC8	1146	1230
ENSG00000067177	PHKA1	1074	1149
ENSG00000184911	DMRTC1B	3	1
ENSG00000268994	RP1-172N19.1	0	0
ENSG00000225396	RP11-69A21.2	0	0
ENSG00000269502	DMRTC1	0	0
ENSG00000283594	RP11-192I24.1	0	0
ENSG00000275520	LINC00684	0	0
ENSG00000184388	PABPC1L2B	0	0
ENSG00000186288	PABPC1L2A	0	0
ENSG00000204118	NAP1L6	0	0
ENSG00000186462	NAP1L2	226	247
ENSG00000131264	CDX4	0	0
ENSG00000204116	CHIC1	657	579
ENSG00000187969	ZCCHC13	0	0
ENSG00000147100	SLC16A2	4353	4326
ENSG00000131263	RLIM	4893	3706
ENSG00000050030	KIAA2022	731	1022
ENSG00000131269	ABCB7	1165	1358
ENSG00000094841	UPRT	1053	937
ENSG00000102383	ZDHHC15	1140	1452
ENSG00000186675	MAGEE2	10	16
ENSG00000102390	PBDC1	1538	1431
ENSG00000198934	MAGEE1	396	561
ENSG00000196468	FGF16	0	0
ENSG00000085224	ATRX	4010	3219
ENSG00000102158	MAGT1	3277	3160
ENSG00000131174	COX7B	6240	6657
ENSG00000165240	ATP7A	994	900
ENSG00000226784	PGAM4	4	3
ENSG00000102144	PGK1	28712	43737
ENSG00000187325	TAF9B	1383	1604
ENSG00000173198	CYSLTR1	8	6
ENSG00000179300	ZCCHC5	7	9
ENSG00000147145	LPAR4	89	103
ENSG00000078589	P2RY10	0	0
ENSG00000147138	GPR174	17	21
ENSG00000078596	ITM2A	869	928
ENSG00000122145	TBX22	0	0
ENSG00000174016	FAM46D	0	0
ENSG00000165288	BRWD3	1250	981
ENSG00000198157	HMGN5	155	160
ENSG00000131171	SH3BGRL	2828	3963
ENSG00000196767	POU3F4	662	639
ENSG00000183035	CYLC1	0	0
ENSG00000072133	RPS6KA6	208	197
ENSG00000165259	HDX	504	510
ENSG00000155008	APOOL	950	1241
ENSG00000184788	SATL1	18	11
ENSG00000147180	ZNF711	3441	2654
ENSG00000124429	POF1B	0	1
ENSG00000188419	CHM	1356	1471
ENSG00000126733	DACH2	2	9
ENSG00000102271	KLHL4	1867	1754
ENSG00000147183	CPXCR1	1	2
ENSG00000153779	TGIF2LX	0	0
ENSG00000174740	PABPC5	3	3
ENSG00000102290	PCDH11X	141	93
ENSG00000186310	NAP1L3	2708	3050
ENSG00000179083	FAM133A	83	69
ENSG00000147202	DIAPH2	439	377
ENSG00000204086	RPA4	9	3
ENSG00000165194	PCDH19	2684	2447
ENSG00000000005	TNMD	14	22
ENSG00000000003	TSPAN6	3869	3893
ENSG00000102359	SRPX2	5997	5110
ENSG00000102362	SYTL4	261	206
ENSG00000101811	CSTF2	1040	950
ENSG00000007952	NOX1	0	1
ENSG00000182489	XKRX	12	17
ENSG00000174225	ARL13A	0	0
ENSG00000188917	TRMT2B	470	405
ENSG00000126950	TMEM35A	1163	1106
ENSG00000102384	CENPI	277	259
ENSG00000102385	DRP2	978	800
ENSG00000102387	TAF7L	31	25
ENSG00000126953	TIMM8A	290	242
ENSG00000010671	BTK	12	14
ENSG00000241343	RPL36A	179	85
ENSG00000257529	RPL36A-HNRNPH2	0	0
ENSG00000102393	GLA	1786	1687
ENSG00000126945	HNRNPH2	3690	4494
ENSG00000196440	ARMCX4	1599	990
ENSG00000126947	ARMCX1	2284	2162
ENSG00000198960	ARMCX6	626	649
ENSG00000102401	ARMCX3	5462	5114
ENSG00000184867	ARMCX2	2953	2769
ENSG00000126952	NXF5	0	0
ENSG00000166432	ZMAT1	655	375
ENSG00000184905	TCEAL2	1454	2002
ENSG00000204071	TCEAL6	20	40
ENSG00000184515	BEX5	365	351
ENSG00000269405	NXF2	0	0
ENSG00000269437	NXF2B	0	0
ENSG00000215029	TCP11X2	0	0
ENSG00000158164	TMSB15A	2080	2507
ENSG00000125962	ARMCX5	622	819
ENSG00000198932	GPRASP1	485	540
ENSG00000158301	GPRASP2	1324	1705
ENSG00000198908	BHLHB9	986	1129
ENSG00000102128	RAB40AL	4	4
ENSG00000133169	BEX1	9095	10394
ENSG00000147206	NXF3	1	3
ENSG00000102409	BEX4	5794	6172
ENSG00000180964	TCEAL8	2155	2727
ENSG00000204065	TCEAL5	991	1227
ENSG00000133134	BEX2	2505	2530
ENSG00000182916	TCEAL7	2072	2111
ENSG00000185222	TCEAL9	5036	5111
ENSG00000166681	BEX3	16085	18640
ENSG00000172476	RAB40A	13	12
ENSG00000133142	TCEAL4	4802	5178
ENSG00000196507	TCEAL3	1297	1449
ENSG00000172465	TCEAL1	1203	1299
ENSG00000123562	MORF4L2	19107	17561
ENSG00000188828	GLRA4	17	12
ENSG00000179363	TMEM31	30	36
ENSG00000123560	PLP1	337	429
ENSG00000123570	RAB9B	798	877
ENSG00000158427	TMSB15B	25	22
ENSG00000123569	H2BFWT	4	3
ENSG00000101812	H2BFM	1	3
ENSG00000269226	RP11-722G7.1	7	8
ENSG00000269743	SLC25A53	213	226
ENSG00000166707	ZCCHC18	377	528
ENSG00000123575	FAM199X	4192	3794
ENSG00000123576	ESX1	3	1
ENSG00000189108	IL1RAPL2	16	23
ENSG00000268629	TEX13A	0	0
ENSG00000123572	NRK	3	2
ENSG00000123561	SERPINA7	2	2
ENSG00000157502	MUM1L1	549	378
ENSG00000147231	CXorf57	2596	1510
ENSG00000133135	RNF128	664	368
ENSG00000133138	TBC1D8B	297	95
ENSG00000133131	MORC4	1148	1107
ENSG00000147223	RIPPLY1	13	14
ENSG00000165376	CLDN2	5	3
ENSG00000089682	RBM41	352	314
ENSG00000198088	NUP62CL	3	4
ENSG00000080572	PIH1D3	2	0
ENSG00000147234	FRMPD3	601	617
ENSG00000147224	PRPS1	2084	2833
ENSG00000157514	TSC22D3	1976	849
ENSG00000170935	NCBP2L	0	0
ENSG00000080561	MID2	39	50
ENSG00000170925	TEX13B	0	0
ENSG00000101842	VSIG1	2	1
ENSG00000101843	PSMD10	2701	2985
ENSG00000101844	ATG4A	1126	1326
ENSG00000197565	COL4A6	521	387
ENSG00000188153	COL4A5	777	646
ENSG00000260548	RP6-24A23.6	0	0
ENSG00000133124	IRS4	7	2
ENSG00000101890	GUCY2F	7	1
ENSG00000101888	NXT2	410	337
ENSG00000176076	KCNE5	7	2
ENSG00000068366	ACSL4	1827	1360
ENSG00000157600	TMEM164	1909	1928
ENSG00000101935	AMMECR1	1228	908
ENSG00000243978	RGAG1	120	81
ENSG00000101938	CHRDL1	519	450
ENSG00000077264	PAK3	1866	2302
ENSG00000077274	CAPN6	68	110
ENSG00000077279	DCX	4074	6031
ENSG00000260802	LINC00890	22	32
ENSG00000101901	ALG13	1391	1361
ENSG00000072315	TRPC5	1	0
ENSG00000204025	TRPC5OS	5	15
ENSG00000187823	ZCCHC16	0	0
ENSG00000182508	LHFPL1	7	8
ENSG00000126016	AMOT	694	896
ENSG00000147246	HTR2C	0	0
ENSG00000123496	IL13RA2	1427	1220
ENSG00000130224	LRCH2	951	970
ENSG00000175718	RBMXL3	0	0
ENSG00000102021	LUZP4	0	0
ENSG00000102024	PLS3	6090	4883
ENSG00000180772	AGTR2	0	1
ENSG00000268104	SLC6A14	0	0
ENSG00000204019	CT83	0	0
ENSG00000003096	KLHL13	1257	2115
ENSG00000131725	WDR44	1216	1123
ENSG00000147251	DOCK11	548	544
ENSG00000131724	IL13RA1	3539	3125
ENSG00000174460	ZCCHC12	378	441
ENSG00000175556	LONRF3	185	85
ENSG00000277535	RP13-347D8.7	0	0
ENSG00000250423	KIAA1210	1	5
ENSG00000101856	PGRMC1	9442	7396
ENSG00000077713	SLC25A43	491	266
ENSG00000005022	SLC25A5	8661	9719
ENSG00000018610	CXorf56	931	1002
ENSG00000077721	UBE2A	5482	5471
ENSG00000186416	NKRF	1362	1358
ENSG00000125354	SEPT6	1067	1466
ENSG00000187808	SOWAHD	1	0
ENSG00000198918	RPL39	1100	1055
ENSG00000125351	UPF3B	1297	1151
ENSG00000125352	RNF113A	999	1026
ENSG00000125356	NDUFA1	4984	4930
ENSG00000186471	AKAP14	7	8
ENSG00000101882	NKAP	986	1217
ENSG00000203989	RHOXF2B	0	0
ENSG00000101883	RHOXF1	3	10
ENSG00000131721	RHOXF2	0	0
ENSG00000177485	ZBTB33	2196	2262
ENSG00000125355	TMEM255A	3767	4689
ENSG00000101892	ATP1B4	4	2
ENSG00000005893	LAMP2	10237	10088
ENSG00000158290	CUL4B	3520	3273
ENSG00000232119	MCTS1	1534	2018
ENSG00000171155	C1GALT1C1	950	1132
ENSG00000236446	CT47B1	0	0
ENSG00000278646	RP1-321E8.5	0	0
ENSG00000226685	CT47A12	0	0
ENSG00000226929	CT47A11	0	0
ENSG00000224089	CT47A10	0	0
ENSG00000226600	CT47A9	0	0
ENSG00000230347	CT47A8	0	0
ENSG00000228517	CT47A7	0	0
ENSG00000226023	CT47A6	0	0
ENSG00000237957	CT47A5	0	0
ENSG00000230594	CT47A4	0	0
ENSG00000236126	CT47A3	0	0
ENSG00000242362	CT47A2	0	0
ENSG00000236371	CT47A1	0	0
ENSG00000182890	GLUD2	32	24
ENSG00000125675	GRIA3	3927	5707
ENSG00000125676	THOC2	3250	3215
ENSG00000101966	XIAP	2426	1821
ENSG00000101972	STAG2	6125	5048
ENSG00000183918	SH2D1A	5	5
ENSG00000282419	TEX13D	2	10
ENSG00000009694	TENM1	6933	5191
ENSG00000282815	TEX13C	4	0
ENSG00000198354	DCAF12L2	0	0
ENSG00000198889	DCAF12L1	0	0
ENSG00000183631	PRR32	11	5
ENSG00000123165	ACTRT1	1	0
ENSG00000102038	SMARCA1	6913	7921
ENSG00000122126	OCRL	2655	2809
ENSG00000171388	APLN	583	990
ENSG00000122121	XPNPEP2	2	0
ENSG00000122122	SASH3	0	0
ENSG00000188706	ZDHHC9	3397	2589
ENSG00000156697	UTP14A	1205	1124
ENSG00000085185	BCORL1	1449	1563
ENSG00000102034	ELF4	422	145
ENSG00000156709	AIFM1	2056	2054
ENSG00000134594	RAB33A	628	1041
ENSG00000056277	ZNF280C	225	244
ENSG00000102078	SLC25A14	644	597
ENSG00000147262	GPR119	0	0
ENSG00000134597	RBMX2	759	897
ENSG00000165675	ENOX2	321	259
ENSG00000147256	ARHGAP36	5532	4592
ENSG00000147255	IGSF1	460	470
ENSG00000171054	OR13H1	0	0
ENSG00000134602	STK26	382	215
ENSG00000165694	FRMD7	9	6
ENSG00000123728	RAP2C	1881	1918
ENSG00000076770	MBNL3	433	369
ENSG00000171004	HS6ST2	840	872
ENSG00000134588	USP26	0	0
ENSG00000183434	TFDP3	0	0
ENSG00000076716	GPC4	1385	1116
ENSG00000147257	GPC3	92	79
ENSG00000203952	CCDC160	72	82
ENSG00000156531	PHF6	2110	2130
ENSG00000165704	HPRT1	979	1162
ENSG00000170965	PLAC1	14	31
ENSG00000156504	FAM122B	2475	2339
ENSG00000156500	FAM122C	150	135
