"gene_id"	"length"
"ENSG00000137731"	27854
"ENSG00000137745"	12737
"ENSG00000137752"	9807
"ENSG00000137760"	63020
"ENSG00000137764"	264414
"ENSG00000137766"	655213
"ENSG00000137767"	60133
"ENSG00000137770"	101416
"ENSG00000137776"	54629
"ENSG00000137801"	18387
"ENSG00000137802"	53421
"ENSG00000137804"	60256
"ENSG00000137806"	15166
"ENSG00000137807"	34181
"ENSG00000137809"	135631
"ENSG00000137812"	70322
"ENSG00000137814"	21166
"ENSG00000137815"	75155
"ENSG00000137817"	31818
"ENSG00000137818"	3391
"ENSG00000137819"	108868
"ENSG00000137821"	200418
"ENSG00000137822"	40550
"ENSG00000137824"	19967
"ENSG00000137825"	10158
"ENSG00000137831"	109004
"ENSG00000137834"	80613
"ENSG00000137841"	29759
"ENSG00000137842"	61865
"ENSG00000137843"	60059
"ENSG00000137845"	160982
"ENSG00000137868"	32801
"ENSG00000137869"	130544
"ENSG00000137871"	103905
"ENSG00000137872"	590127
"ENSG00000137876"	16243
"ENSG00000137877"	45907
"ENSG00000137880"	3640
"ENSG00000137936"	285409
"ENSG00000137941"	134126
"ENSG00000137942"	106530
"ENSG00000137944"	57180
"ENSG00000137947"	39311
"ENSG00000137955"	8889
"ENSG00000137959"	26223
"ENSG00000137962"	126080
"ENSG00000137965"	14282
"ENSG00000137968"	408985
"ENSG00000137975"	32382
"ENSG00000137992"	62915
"ENSG00000137996"	26562
"ENSG00000138002"	45412
"ENSG00000138018"	87344
"ENSG00000138028"	20239
"ENSG00000138029"	47295
"ENSG00000138030"	14015
"ENSG00000138031"	100670
"ENSG00000138032"	76415
"ENSG00000138035"	59802
"ENSG00000138036"	35971
"ENSG00000138050"	43207
"ENSG00000138061"	42929
"ENSG00000138069"	59635
"ENSG00000138071"	43500
"ENSG00000138073"	3910
"ENSG00000138074"	13371
"ENSG00000138078"	45581
"ENSG00000138079"	46036
"ENSG00000138080"	7788
"ENSG00000138081"	117182
"ENSG00000138085"	5151
"ENSG00000138092"	29240
"ENSG00000138095"	109765
"ENSG00000138101"	296449
"ENSG00000138107"	40831
"ENSG00000138111"	15650
"ENSG00000138115"	32725
"ENSG00000138119"	175905
"ENSG00000138131"	20504
"ENSG00000138134"	95419
"ENSG00000138135"	1688
"ENSG00000138136"	3599
"ENSG00000138138"	89831
"ENSG00000138160"	62265
"ENSG00000138161"	14017
"ENSG00000138162"	265382
"ENSG00000138166"	13626
"ENSG00000138172"	5616
"ENSG00000138175"	40666
"ENSG00000138180"	32480
"ENSG00000138182"	73329
"ENSG00000138185"	165487
"ENSG00000138190"	232662
"ENSG00000138193"	302011
"ENSG00000138231"	13933
"ENSG00000138246"	121530
"ENSG00000138279"	38975
"ENSG00000138286"	76385
"ENSG00000138303"	121102
"ENSG00000138311"	106096
"ENSG00000138316"	89935
"ENSG00000138326"	23053
"ENSG00000138336"	134150
"ENSG00000138346"	58057
"ENSG00000138347"	105900
"ENSG00000138356"	91050
"ENSG00000138363"	37817
"ENSG00000138375"	70639
"ENSG00000138376"	84037
"ENSG00000138378"	122020
"ENSG00000138379"	7029
"ENSG00000138380"	76049
"ENSG00000138381"	9446
"ENSG00000138382"	14850
"ENSG00000138385"	20131
"ENSG00000138386"	46020
"ENSG00000138395"	105089
"ENSG00000138398"	57062
"ENSG00000138399"	45367
"ENSG00000138400"	27565
"ENSG00000138411"	404585
"ENSG00000138413"	29847
"ENSG00000138430"	176152
"ENSG00000138433"	47690
"ENSG00000138434"	39008
"ENSG00000138435"	40343
"ENSG00000138439"	134788
"ENSG00000138442"	140537
"ENSG00000138443"	119489
"ENSG00000138448"	90845
"ENSG00000138449"	23168
"ENSG00000138459"	23870
"ENSG00000138463"	86070
"ENSG00000138468"	189036
"ENSG00000138495"	22941
"ENSG00000138496"	36653
"ENSG00000138587"	43593
"ENSG00000138592"	90041
"ENSG00000138593"	57971
"ENSG00000138594"	117667
"ENSG00000138600"	63443
"ENSG00000138604"	111633
"ENSG00000138606"	33961
"ENSG00000138613"	33108
"ENSG00000138614"	32536
"ENSG00000138615"	16713
"ENSG00000138617"	66158
"ENSG00000138621"	93876
"ENSG00000138622"	49099
"ENSG00000138623"	24669
"ENSG00000138629"	15205
"ENSG00000138639"	527518
"ENSG00000138640"	385443
"ENSG00000138641"	116107
"ENSG00000138642"	64358
"ENSG00000138646"	49044
"ENSG00000138650"	59312
"ENSG00000138653"	286113
"ENSG00000138658"	97662
"ENSG00000138660"	41370
"ENSG00000138663"	41371
"ENSG00000138668"	22005
"ENSG00000138670"	617851
"ENSG00000138674"	82657
"ENSG00000138675"	70081
"ENSG00000138678"	69961
"ENSG00000138685"	71528
"ENSG00000138686"	46158
"ENSG00000138688"	210425
"ENSG00000138696"	400493
"ENSG00000138698"	182474
"ENSG00000138709"	161645
"ENSG00000138735"	134407
"ENSG00000138738"	237951
"ENSG00000138741"	77579
"ENSG00000138744"	27353
"ENSG00000138750"	33785
"ENSG00000138756"	140030
"ENSG00000138757"	81743
"ENSG00000138758"	90681
"ENSG00000138759"	486946
"ENSG00000138760"	75799
"ENSG00000138764"	276181
"ENSG00000138767"	106228
"ENSG00000138768"	89693
"ENSG00000138771"	348024
"ENSG00000138772"	58704
"ENSG00000138777"	104990
"ENSG00000138778"	93096
"ENSG00000138780"	138947
"ENSG00000138785"	213359
"ENSG00000138792"	199552
"ENSG00000138794"	14961
"ENSG00000138795"	121411
"ENSG00000138796"	45460
"ENSG00000138798"	100883
"ENSG00000138801"	129958
"ENSG00000138802"	107124
"ENSG00000138814"	324869
"ENSG00000138821"	180217
"ENSG00000138823"	60238
"ENSG00000138829"	401276
"ENSG00000138834"	64134
"ENSG00000138835"	153012
"ENSG00000138867"	15512
"ENSG00000138942"	46837
"ENSG00000138944"	69286
"ENSG00000139044"	103570
"ENSG00000139055"	24498
"ENSG00000139083"	245703
"ENSG00000139112"	10670
"ENSG00000139116"	150162
"ENSG00000139117"	260608
"ENSG00000139131"	28407
"ENSG00000139132"	246521
"ENSG00000139133"	7226
"ENSG00000139146"	46474
"ENSG00000139154"	316756
"ENSG00000139155"	58031
"ENSG00000139160"	25954
"ENSG00000139163"	65590
"ENSG00000139168"	14032
"ENSG00000139173"	553795
"ENSG00000139174"	133598
"ENSG00000139178"	19651
"ENSG00000139180"	45222
"ENSG00000139182"	29247
"ENSG00000139187"	60716
"ENSG00000139190"	8750
"ENSG00000139192"	14827
"ENSG00000139197"	29889
"ENSG00000139200"	7008
"ENSG00000139211"	4244
"ENSG00000139218"	72989
"ENSG00000139219"	31587
"ENSG00000139220"	501578
"ENSG00000139233"	14195
"ENSG00000139263"	48373
"ENSG00000139266"	5308
"ENSG00000139278"	23110
"ENSG00000139289"	8485
"ENSG00000139291"	18965
"ENSG00000139292"	146512
"ENSG00000139318"	5266
"ENSG00000139323"	106329
"ENSG00000139324"	57591
"ENSG00000139329"	8865
"ENSG00000139343"	44900
"ENSG00000139344"	25389
"ENSG00000139350"	46556
"ENSG00000139352"	2839
"ENSG00000139354"	54605
"ENSG00000139364"	475541
"ENSG00000139370"	30764
"ENSG00000139372"	23052
"ENSG00000139405"	6842
"ENSG00000139410"	15896
"ENSG00000139428"	19865
"ENSG00000139433"	29596
"ENSG00000139436"	66587
"ENSG00000139437"	83577
"ENSG00000139438"	56670
"ENSG00000139445"	31306
"ENSG00000139496"	48244
"ENSG00000139505"	41808
"ENSG00000139508"	18906
"ENSG00000139514"	86274
"ENSG00000139517"	74616
"ENSG00000139531"	9461
"ENSG00000139537"	27730
"ENSG00000139546"	5510
"ENSG00000139547"	7943
"ENSG00000139549"	8145
"ENSG00000139567"	16453
"ENSG00000139579"	7839
"ENSG00000139597"	27588
"ENSG00000139613"	27208
"ENSG00000139618"	85180
"ENSG00000139620"	29027
"ENSG00000139624"	38244
"ENSG00000139625"	20394
"ENSG00000139626"	15959
"ENSG00000139629"	41620
"ENSG00000139631"	23246
"ENSG00000139636"	14349
"ENSG00000139637"	7482
"ENSG00000139641"	26421
"ENSG00000139644"	57209
"ENSG00000139645"	20577
"ENSG00000139651"	14438
"ENSG00000139668"	183254
"ENSG00000139675"	1371
"ENSG00000139679"	55137
"ENSG00000139684"	26164
"ENSG00000139687"	295710
"ENSG00000139697"	75738
"ENSG00000139714"	23889
"ENSG00000139718"	28404
"ENSG00000139719"	36930
"ENSG00000139722"	30797
"ENSG00000139725"	25649
"ENSG00000139726"	18240
"ENSG00000139734"	498345
"ENSG00000139737"	66555
"ENSG00000139746"	94653
"ENSG00000139767"	181510
"ENSG00000139793"	172686
"ENSG00000139800"	8945
"ENSG00000139826"	15851
"ENSG00000139832"	38656
"ENSG00000139835"	39985
"ENSG00000139842"	58915
"ENSG00000139880"	10476
"ENSG00000139890"	4456
"ENSG00000139899"	4409
"ENSG00000139910"	154943
"ENSG00000139915"	835976
"ENSG00000139921"	17493
"ENSG00000139926"	241627
"ENSG00000139946"	183710
"ENSG00000139970"	274800
"ENSG00000139971"	298404
"ENSG00000139973"	300576
"ENSG00000139974"	102619
"ENSG00000139977"	25362
"ENSG00000139985"	7731
"ENSG00000139988"	32565
"ENSG00000139990"	102269
"ENSG00000139998"	27412
"ENSG00000140006"	44822
"ENSG00000140009"	253880
"ENSG00000140015"	402573
"ENSG00000140022"	175809
"ENSG00000140025"	160108
"ENSG00000140043"	34983
"ENSG00000140044"	46395
"ENSG00000140057"	97299
"ENSG00000140067"	10714
"ENSG00000140092"	78575
"ENSG00000140104"	24707
"ENSG00000140105"	43015
"ENSG00000140153"	85344
"ENSG00000140157"	30718
"ENSG00000140199"	108276
"ENSG00000140259"	20198
"ENSG00000140262"	380658
"ENSG00000140263"	54038
"ENSG00000140264"	27340
"ENSG00000140265"	12853
"ENSG00000140279"	21522
"ENSG00000140280"	28574
"ENSG00000140285"	65597
"ENSG00000140299"	30388
"ENSG00000140307"	19479
"ENSG00000140319"	3491
"ENSG00000140320"	28515
"ENSG00000140323"	20402
"ENSG00000140326"	13584
"ENSG00000140332"	50386
"ENSG00000140350"	42362
"ENSG00000140365"	7204
"ENSG00000140367"	57771
"ENSG00000140374"	96119
"ENSG00000140379"	10304
"ENSG00000140382"	65195
"ENSG00000140386"	557540
"ENSG00000140391"	42580
"ENSG00000140395"	21868
"ENSG00000140396"	294026
"ENSG00000140398"	10160
"ENSG00000140400"	13405
"ENSG00000140403"	18110
"ENSG00000140406"	4865
"ENSG00000140416"	29283
"ENSG00000140443"	315991
"ENSG00000140450"	13130
"ENSG00000140451"	10036
"ENSG00000140455"	90129
"ENSG00000140459"	29887
"ENSG00000140463"	52296
"ENSG00000140464"	53154
"ENSG00000140465"	5994
"ENSG00000140471"	43861
"ENSG00000140474"	7228
"ENSG00000140479"	228060
"ENSG00000140497"	29635
"ENSG00000140511"	18303
"ENSG00000140521"	29663
"ENSG00000140522"	11745
"ENSG00000140525"	73312
"ENSG00000140526"	114896
"ENSG00000140534"	55587
"ENSG00000140538"	397017
"ENSG00000140543"	52235
"ENSG00000140545"	14698
"ENSG00000140548"	80882
"ENSG00000140553"	23913
"ENSG00000140557"	74847
"ENSG00000140563"	252414
"ENSG00000140564"	14870
"ENSG00000140575"	113997
"ENSG00000140577"	115422
"ENSG00000140598"	132501
"ENSG00000140600"	171515
"ENSG00000140612"	46922
"ENSG00000140632"	44085
"ENSG00000140650"	60502
"ENSG00000140675"	7858
"ENSG00000140682"	6375
"ENSG00000140688"	19838
"ENSG00000140691"	9086
"ENSG00000140694"	197028
"ENSG00000140718"	456820
"ENSG00000140740"	30372
"ENSG00000140743"	91229
"ENSG00000140750"	96277
"ENSG00000140795"	88125
"ENSG00000140807"	100853
"ENSG00000140829"	19299
"ENSG00000140830"	50142
"ENSG00000140836"	1108986
"ENSG00000140839"	13683
"ENSG00000140848"	55786
"ENSG00000140853"	94046
"ENSG00000140854"	21505
"ENSG00000140859"	104836
"ENSG00000140876"	19768
"ENSG00000140905"	14450
"ENSG00000140931"	10018
"ENSG00000140937"	182359
"ENSG00000140939"	5581
"ENSG00000140941"	20826
"ENSG00000140943"	63181
"ENSG00000140945"	1173675
"ENSG00000140948"	86778
"ENSG00000140950"	77678
"ENSG00000140961"	35021
"ENSG00000140968"	23444
"ENSG00000140983"	6069
"ENSG00000140987"	18984
"ENSG00000140988"	2783
"ENSG00000140990"	2437
"ENSG00000140992"	65209
"ENSG00000140993"	6921
"ENSG00000140995"	20135
"ENSG00000141002"	40057
"ENSG00000141012"	43236
"ENSG00000141013"	25346
"ENSG00000141026"	16227
"ENSG00000141027"	189028
"ENSG00000141030"	34657
"ENSG00000141034"	28997
"ENSG00000141040"	22250
"ENSG00000141068"	169968
"ENSG00000141076"	99839
"ENSG00000141084"	83582
"ENSG00000141098"	44808
"ENSG00000141101"	13055
"ENSG00000141127"	91202
"ENSG00000141179"	91779
"ENSG00000141198"	62569
"ENSG00000141219"	16714
"ENSG00000141232"	5755
"ENSG00000141252"	213049
"ENSG00000141258"	43560
"ENSG00000141279"	100334
"ENSG00000141294"	6085
"ENSG00000141295"	3597
"ENSG00000141298"	304338
"ENSG00000141314"	58827
"ENSG00000141337"	163549
"ENSG00000141338"	88103
"ENSG00000141349"	5609
"ENSG00000141367"	77267
"ENSG00000141376"	715385
"ENSG00000141378"	32990
"ENSG00000141380"	74964
"ENSG00000141384"	165240
"ENSG00000141385"	48283
"ENSG00000141391"	24342
"ENSG00000141401"	49852
"ENSG00000141404"	196421
"ENSG00000141424"	20854
"ENSG00000141425"	83189
"ENSG00000141428"	6661
"ENSG00000141429"	130717
"ENSG00000141431"	172976
"ENSG00000141441"	346005
"ENSG00000141446"	71600
"ENSG00000141447"	235835
"ENSG00000141448"	33136
"ENSG00000141452"	28352
"ENSG00000141456"	34563
"ENSG00000141458"	80322
"ENSG00000141469"	65495
"ENSG00000141480"	10903
"ENSG00000141485"	28658
"ENSG00000141499"	17431
"ENSG00000141503"	64721
"ENSG00000141504"	1642
"ENSG00000141505"	6133
"ENSG00000141510"	25771
"ENSG00000141519"	63981
"ENSG00000141522"	3657
"ENSG00000141524"	21949
"ENSG00000141526"	32732
"ENSG00000141540"	48449
"ENSG00000141542"	43725
"ENSG00000141543"	12782
"ENSG00000141551"	34708
"ENSG00000141552"	10201
"ENSG00000141556"	193849
"ENSG00000141560"	13622
"ENSG00000141562"	32357
"ENSG00000141564"	421552
"ENSG00000141568"	124949
"ENSG00000141569"	16616
"ENSG00000141570"	9551
"ENSG00000141574"	13050
"ENSG00000141576"	98028
"ENSG00000141577"	33406
"ENSG00000141580"	33991
"ENSG00000141582"	6284
"ENSG00000141622"	136331
"ENSG00000141627"	419873
"ENSG00000141639"	171739
"ENSG00000141642"	20130
"ENSG00000141644"	14892
"ENSG00000141646"	56651
"ENSG00000141664"	64684
"ENSG00000141665"	74490
"ENSG00000141668"	101841
"ENSG00000141682"	4309
"ENSG00000141696"	10657
"ENSG00000141698"	11203
"ENSG00000141699"	31110
"ENSG00000141736"	42512
"ENSG00000141741"	2036
"ENSG00000141750"	15404
"ENSG00000141753"	14275
"ENSG00000141756"	10533
"ENSG00000141759"	63136
"ENSG00000141837"	426583
"ENSG00000141854"	2526
"ENSG00000141858"	3185
"ENSG00000141867"	97026
"ENSG00000141873"	7824
"ENSG00000141905"	154814
"ENSG00000141933"	12157
"ENSG00000141934"	10363
"ENSG00000141956"	81257
"ENSG00000141959"	27325
"ENSG00000141965"	9539
"ENSG00000141971"	28002
"ENSG00000141985"	40177
"ENSG00000141994"	6393
"ENSG00000142002"	49449
"ENSG00000142039"	14701
"ENSG00000142046"	33172
"ENSG00000142065"	44748
"ENSG00000142082"	21901
"ENSG00000142089"	7861
"ENSG00000142102"	6981
"ENSG00000142149"	171613
"ENSG00000142156"	23281
"ENSG00000142166"	35435
"ENSG00000142168"	9265
"ENSG00000142173"	34736
"ENSG00000142178"	12648
"ENSG00000142186"	13627
"ENSG00000142188"	47489
"ENSG00000142192"	290578
"ENSG00000142197"	137492
"ENSG00000142207"	81994
"ENSG00000142208"	26402
"ENSG00000142227"	9044
"ENSG00000142230"	97362
"ENSG00000142233"	11674
"ENSG00000142235"	28664
"ENSG00000142252"	12323
"ENSG00000142279"	30546
"ENSG00000142303"	30495
"ENSG00000142327"	15568
"ENSG00000142330"	30971
"ENSG00000142396"	10344
"ENSG00000142408"	27175
"ENSG00000142409"	33929
"ENSG00000142444"	4724
"ENSG00000142449"	84190
"ENSG00000142453"	51522
"ENSG00000142459"	34743
"ENSG00000142494"	83649
"ENSG00000142507"	2358
"ENSG00000142528"	27700
"ENSG00000142530"	10063
"ENSG00000142534"	3343
"ENSG00000142541"	4754
"ENSG00000142544"	10803
"ENSG00000142546"	34794
"ENSG00000142549"	18506
"ENSG00000142552"	18959
"ENSG00000142556"	17475
"ENSG00000142583"	53372
"ENSG00000142599"	496524
"ENSG00000142606"	42377
"ENSG00000142621"	153011
"ENSG00000142623"	40879
"ENSG00000142627"	31732
"ENSG00000142632"	14798
"ENSG00000142634"	20451
"ENSG00000142655"	158470
"ENSG00000142657"	21919
"ENSG00000142669"	1436
"ENSG00000142675"	12400
"ENSG00000142676"	5093
"ENSG00000142684"	965
"ENSG00000142686"	5017
"ENSG00000142687"	124458
"ENSG00000142694"	2123
"ENSG00000142698"	52248
"ENSG00000142700"	5893
"ENSG00000142731"	18331
"ENSG00000142733"	12894
"ENSG00000142751"	14151
"ENSG00000142765"	11917
"ENSG00000142784"	74004
"ENSG00000142794"	44877
"ENSG00000142798"	115066
"ENSG00000142856"	152951
"ENSG00000142864"	22605
"ENSG00000142867"	10856
"ENSG00000142871"	3189
"ENSG00000142875"	160436
"ENSG00000142892"	130441
"ENSG00000142910"	11201
"ENSG00000142920"	42388
"ENSG00000142937"	3528
"ENSG00000142945"	27949
"ENSG00000142949"	98479
"ENSG00000142959"	4585
"ENSG00000142961"	9176
"ENSG00000143013"	20043
"ENSG00000143028"	15588
"ENSG00000143033"	59844
"ENSG00000143036"	74904
"ENSG00000143061"	93356
"ENSG00000143067"	28889
"ENSG00000143079"	67242
"ENSG00000143093"	43064
"ENSG00000143106"	27406
"ENSG00000143107"	29841
"ENSG00000143110"	4720
"ENSG00000143126"	26212
"ENSG00000143127"	18903
"ENSG00000143147"	58124
"ENSG00000143149"	36647
"ENSG00000143153"	27025
"ENSG00000143155"	23147
"ENSG00000143156"	235417
"ENSG00000143157"	16897
"ENSG00000143158"	20397
"ENSG00000143162"	24688
"ENSG00000143164"	140060
"ENSG00000143171"	44433
"ENSG00000143178"	33549
"ENSG00000143179"	84004
"ENSG00000143183"	103462
"ENSG00000143190"	206469
"ENSG00000143194"	46632
"ENSG00000143195"	79829
"ENSG00000143198"	30583
"ENSG00000143199"	104829
"ENSG00000143207"	262455
"ENSG00000143217"	18560
"ENSG00000143222"	6080
"ENSG00000143224"	11957
"ENSG00000143226"	18583
"ENSG00000143228"	89188
"ENSG00000143248"	210670
"ENSG00000143252"	57583
"ENSG00000143256"	17499
"ENSG00000143258"	6273
"ENSG00000143294"	50205
"ENSG00000143303"	8518
"ENSG00000143314"	4287
"ENSG00000143315"	7037
"ENSG00000143318"	11311
"ENSG00000143319"	6875
"ENSG00000143320"	6210
"ENSG00000143321"	24816
"ENSG00000143322"	130354
"ENSG00000143324"	258257
"ENSG00000143333"	5766
"ENSG00000143337"	42958
"ENSG00000143340"	73035
"ENSG00000143341"	456558
"ENSG00000143344"	292446
"ENSG00000143353"	38996
"ENSG00000143355"	23576
"ENSG00000143363"	27293
"ENSG00000143367"	43278
"ENSG00000143368"	4486
"ENSG00000143369"	5727
"ENSG00000143373"	10558
"ENSG00000143374"	20245
"ENSG00000143375"	28182
"ENSG00000143376"	87085
"ENSG00000143379"	38481
"ENSG00000143382"	11568
"ENSG00000143384"	5187
"ENSG00000143387"	12052
"ENSG00000143390"	6717
"ENSG00000143393"	35918
"ENSG00000143398"	51587
"ENSG00000143401"	17739
"ENSG00000143409"	12289
"ENSG00000143416"	8403
"ENSG00000143418"	14421
"ENSG00000143420"	28761
"ENSG00000143434"	14979
"ENSG00000143436"	3849
"ENSG00000143437"	66995
"ENSG00000143442"	56770
"ENSG00000143443"	4235
"ENSG00000143450"	8435
"ENSG00000143457"	50924
"ENSG00000143458"	54964
"ENSG00000143469"	270466
"ENSG00000143473"	457342
"ENSG00000143476"	71847
"ENSG00000143479"	48883
"ENSG00000143486"	41173
"ENSG00000143493"	95158
"ENSG00000143494"	41517
"ENSG00000143498"	32031
"ENSG00000143499"	56029
"ENSG00000143502"	143359
"ENSG00000143507"	40665
"ENSG00000143512"	25846
"ENSG00000143514"	66061
"ENSG00000143515"	25751
"ENSG00000143537"	12209
"ENSG00000143543"	3405
"ENSG00000143545"	4741
"ENSG00000143549"	39344
"ENSG00000143553"	3149
"ENSG00000143554"	5803
"ENSG00000143569"	51331
"ENSG00000143570"	9085
"ENSG00000143575"	3286
"ENSG00000143578"	6827
"ENSG00000143590"	8701
"ENSG00000143603"	172826
"ENSG00000143612"	13941
"ENSG00000143614"	134330
"ENSG00000143621"	9240
"ENSG00000143622"	13596
"ENSG00000143624"	46758
"ENSG00000143630"	12385
"ENSG00000143632"	2853
"ENSG00000143633"	17424
"ENSG00000143641"	224132
"ENSG00000143643"	72632
"ENSG00000143653"	43728
"ENSG00000143669"	222599
"ENSG00000143674"	57424
"ENSG00000143702"	130920
"ENSG00000143727"	14143
"ENSG00000143740"	52692
"ENSG00000143742"	12655
"ENSG00000143748"	102855
"ENSG00000143751"	16641
"ENSG00000143753"	17685
"ENSG00000143756"	47936
"ENSG00000143761"	16552
"ENSG00000143771"	22601
"ENSG00000143772"	107633
"ENSG00000143774"	9022
"ENSG00000143776"	328609
"ENSG00000143786"	305894
"ENSG00000143793"	4685
"ENSG00000143797"	151019
"ENSG00000143799"	47402
"ENSG00000143801"	25921
"ENSG00000143811"	4463
"ENSG00000143815"	27423
"ENSG00000143816"	29276
"ENSG00000143819"	35471
"ENSG00000143842"	54628
"ENSG00000143845"	20982
"ENSG00000143847"	52242
"ENSG00000143850"	158812
"ENSG00000143858"	119858
"ENSG00000143862"	11339
"ENSG00000143867"	7138
"ENSG00000143869"	12099
"ENSG00000143870"	54586
"ENSG00000143878"	2366
"ENSG00000143882"	64010
"ENSG00000143889"	41617
"ENSG00000143891"	75156
"ENSG00000143919"	410645
"ENSG00000143924"	163195
"ENSG00000143933"	16838
"ENSG00000143942"	7392
"ENSG00000143947"	3950
"ENSG00000143951"	708284
"ENSG00000143952"	127282
"ENSG00000143970"	144734
"ENSG00000143971"	14767
"ENSG00000143977"	12378
"ENSG00000143994"	7023
"ENSG00000143995"	140417
"ENSG00000144021"	8014
"ENSG00000144026"	20413
"ENSG00000144028"	46933
"ENSG00000144029"	64065
"ENSG00000144031"	7119
"ENSG00000144034"	8296
"ENSG00000144036"	650057
"ENSG00000144040"	133583
"ENSG00000144043"	8931
"ENSG00000144048"	17973
"ENSG00000144057"	85508
"ENSG00000144061"	82755
"ENSG00000144115"	16362
"ENSG00000144118"	54646
"ENSG00000144119"	2508
"ENSG00000144120"	7340
"ENSG00000144134"	16167
"ENSG00000144136"	17886
"ENSG00000144152"	49833
"ENSG00000144161"	43607
"ENSG00000144182"	8202
"ENSG00000144191"	52413
"ENSG00000144199"	11299
"ENSG00000144214"	20504
"ENSG00000144218"	647009
"ENSG00000144224"	43322
"ENSG00000144228"	71777
"ENSG00000144229"	912173
"ENSG00000144230"	6775
"ENSG00000144231"	14602
"ENSG00000144233"	24326
"ENSG00000144278"	582057
"ENSG00000144283"	225915
"ENSG00000144285"	164573
"ENSG00000144290"	560950
"ENSG00000144306"	33845
"ENSG00000144320"	78957
"ENSG00000144331"	419630
"ENSG00000144339"	245890
"ENSG00000144354"	14177
"ENSG00000144355"	4937
"ENSG00000144357"	256677
"ENSG00000144362"	7254
"ENSG00000144366"	304262
"ENSG00000144369"	71899
"ENSG00000144381"	30153
"ENSG00000144395"	123936
"ENSG00000144401"	45297
"ENSG00000144406"	227468
"ENSG00000144410"	29956
"ENSG00000144426"	211499
"ENSG00000144445"	149988
"ENSG00000144451"	1126122
"ENSG00000144452"	207084
"ENSG00000144455"	766459
"ENSG00000144468"	163634
"ENSG00000144476"	14567
"ENSG00000144481"	102149
"ENSG00000144485"	2395
"ENSG00000144488"	32947
"ENSG00000144504"	89787
"ENSG00000144524"	27583
"ENSG00000144535"	383105
"ENSG00000144550"	26082
"ENSG00000144554"	75516
"ENSG00000144559"	56477
"ENSG00000144560"	215281
"ENSG00000144566"	38078
"ENSG00000144567"	9250
"ENSG00000144579"	7685
"ENSG00000144580"	28500
"ENSG00000144583"	114618
"ENSG00000144589"	18594
"ENSG00000144591"	8105
"ENSG00000144596"	66968
"ENSG00000144597"	23037
"ENSG00000144619"	959146
"ENSG00000144635"	44884
"ENSG00000144642"	1435600
"ENSG00000144645"	419690
"ENSG00000144647"	26847
"ENSG00000144648"	83222
"ENSG00000144649"	80944
"ENSG00000144655"	12707
"ENSG00000144659"	13981
"ENSG00000144668"	371392
"ENSG00000144671"	36281
"ENSG00000144674"	123574
"ENSG00000144677"	122589
"ENSG00000144681"	167663
"ENSG00000144711"	386238
"ENSG00000144712"	75444
"ENSG00000144713"	7097
"ENSG00000144724"	736040
"ENSG00000144730"	80324
"ENSG00000144736"	112637
"ENSG00000144741"	254506
"ENSG00000144744"	25678
"ENSG00000144746"	21155
"ENSG00000144747"	32512
"ENSG00000144749"	122466
"ENSG00000144791"	130947
"ENSG00000144792"	21471
"ENSG00000144802"	33031
"ENSG00000144810"	160751
"ENSG00000144815"	49029
"ENSG00000144821"	148954
"ENSG00000144824"	244020
"ENSG00000144827"	14358
"ENSG00000144834"	15148
"ENSG00000144837"	31936
"ENSG00000144840"	58055
"ENSG00000144843"	10677
"ENSG00000144847"	245511
"ENSG00000144848"	29536
"ENSG00000144857"	76456
"ENSG00000144867"	41749
"ENSG00000144868"	359401
"ENSG00000144891"	45224
"ENSG00000144893"	351375
"ENSG00000144895"	39338
"ENSG00000144908"	94432
"ENSG00000144909"	66639
"ENSG00000144935"	83854
"ENSG00000144959"	80969
"ENSG00000145012"	737387
"ENSG00000145014"	46016
"ENSG00000145016"	80860
"ENSG00000145022"	4269
"ENSG00000145040"	2063
"ENSG00000145041"	104135
"ENSG00000145050"	4106
"ENSG00000145087"	516689
"ENSG00000145088"	51343
"ENSG00000145147"	368656
"ENSG00000145191"	11089
"ENSG00000145194"	17020
"ENSG00000145198"	11900
"ENSG00000145214"	28008
"ENSG00000145216"	83221
"ENSG00000145217"	14367
"ENSG00000145220"	22453
"ENSG00000145241"	76741
"ENSG00000145242"	350932
"ENSG00000145244"	244107
"ENSG00000145246"	108211
"ENSG00000145247"	21918
"ENSG00000145248"	6183
"ENSG00000145283"	25916
"ENSG00000145284"	169257
"ENSG00000145293"	30587
"ENSG00000145331"	17330
"ENSG00000145332"	80211
"ENSG00000145335"	137970
"ENSG00000145337"	2778
"ENSG00000145348"	275084
"ENSG00000145349"	310895
"ENSG00000145354"	23833
"ENSG00000145358"	4912
"ENSG00000145362"	566189
"ENSG00000145365"	11367
"ENSG00000145375"	396355
"ENSG00000145386"	7489
"ENSG00000145388"	30041
"ENSG00000145390"	82930
"ENSG00000145391"	110758
"ENSG00000145414"	56817
"ENSG00000145416"	859752
"ENSG00000145423"	8492
"ENSG00000145425"	5018
"ENSG00000145428"	49864
"ENSG00000145431"	211345
"ENSG00000145439"	146505
"ENSG00000145476"	21896
"ENSG00000145494"	14641
"ENSG00000145495"	86693
"ENSG00000145526"	1104577
"ENSG00000145536"	179974
"ENSG00000145545"	40959
"ENSG00000145555"	274381
"ENSG00000145569"	34388
"ENSG00000145592"	9960
"ENSG00000145604"	32330
"ENSG00000145623"	99738
"ENSG00000145632"	6157
